selector_variant,config_family,total_rows,selected_rows,abstain_rows,coverage,abstention_rate,reliability,avg_confidence,double_chance_rows,double_chance_share_selected,direct_market_rows,direct_market_share_selected,strict_1x2_rows,over_1_5_rows,over_2_5_rows,btts_rows,selected_markets_count,quality_score,meets_v18_3_2_targets,strict_1x2_min_confidence,over_1_5_yes_min_confidence,over_2_5_min_confidence,btts_no_min_confidence,double_chance_max_excluded_probability,double_chance_share_cap,allow_btts,priority_name,priority
v18_3_2_s780_o15760_o25680_b750_dc120_cap700_reference_order_btts0,threshold_search,1947,925,1022,0.4750898818695429,0.5249101181304571,0.907027027027027,0.8954919794594596,615,0.6648648648648648,310,0.33513513513513515,236,46,28,0,4,0.6717116284234929,False,0.78,0.76,0.68,0.75,0.12,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25680_b750_dc120_cap720_reference_order_btts0,threshold_search,1947,925,1022,0.4750898818695429,0.5249101181304571,0.907027027027027,0.8954919794594596,615,0.6648648648648648,310,0.33513513513513515,236,46,28,0,4,0.6717116284234929,False,0.78,0.76,0.68,0.75,0.12,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b700_dc120_capnone_balanced_order_btts0,threshold_search,1947,925,1022,0.4750898818695429,0.5249101181304571,0.8994594594594595,0.8870047535135136,584,0.6313513513513513,341,0.36864864864864866,276,13,52,0,4,0.6716575743694388,False,0.76,0.76,0.68,0.7,0.12,,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b700_dc120_cap700_balanced_order_btts0,threshold_search,1947,925,1022,0.4750898818695429,0.5249101181304571,0.8994594594594595,0.8870047535135136,584,0.6313513513513513,341,0.36864864864864866,276,13,52,0,4,0.6716575743694388,False,0.76,0.76,0.68,0.7,0.12,0.7,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b700_dc120_cap720_balanced_order_btts0,threshold_search,1947,925,1022,0.4750898818695429,0.5249101181304571,0.8994594594594595,0.8870047535135136,584,0.6313513513513513,341,0.36864864864864866,276,13,52,0,4,0.6716575743694388,False,0.76,0.76,0.68,0.7,0.12,0.72,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b720_dc120_capnone_balanced_order_btts0,threshold_search,1947,925,1022,0.4750898818695429,0.5249101181304571,0.8994594594594595,0.8870047535135136,584,0.6313513513513513,341,0.36864864864864866,276,13,52,0,4,0.6716575743694388,False,0.76,0.76,0.68,0.72,0.12,,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b720_dc120_cap700_balanced_order_btts0,threshold_search,1947,925,1022,0.4750898818695429,0.5249101181304571,0.8994594594594595,0.8870047535135136,584,0.6313513513513513,341,0.36864864864864866,276,13,52,0,4,0.6716575743694388,False,0.76,0.76,0.68,0.72,0.12,0.7,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b720_dc120_cap720_balanced_order_btts0,threshold_search,1947,925,1022,0.4750898818695429,0.5249101181304571,0.8994594594594595,0.8870047535135136,584,0.6313513513513513,341,0.36864864864864866,276,13,52,0,4,0.6716575743694388,False,0.76,0.76,0.68,0.72,0.12,0.72,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b750_dc120_capnone_balanced_order_btts0,threshold_search,1947,925,1022,0.4750898818695429,0.5249101181304571,0.8994594594594595,0.8870047535135136,584,0.6313513513513513,341,0.36864864864864866,276,13,52,0,4,0.6716575743694388,False,0.76,0.76,0.68,0.75,0.12,,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b750_dc120_cap700_balanced_order_btts0,threshold_search,1947,925,1022,0.4750898818695429,0.5249101181304571,0.8994594594594595,0.8870047535135136,584,0.6313513513513513,341,0.36864864864864866,276,13,52,0,4,0.6716575743694388,False,0.76,0.76,0.68,0.75,0.12,0.7,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15760_o25680_b750_dc120_cap720_balanced_order_btts0,threshold_search,1947,925,1022,0.4750898818695429,0.5249101181304571,0.8994594594594595,0.8870047535135136,584,0.6313513513513513,341,0.36864864864864866,276,13,52,0,4,0.6716575743694388,False,0.76,0.76,0.68,0.75,0.12,0.72,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b700_dc120_capnone_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.78,0.68,0.7,0.12,,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b700_dc120_cap700_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.78,0.68,0.7,0.12,0.7,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b700_dc120_cap720_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.78,0.68,0.7,0.12,0.72,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b720_dc120_capnone_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.78,0.68,0.72,0.12,,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b720_dc120_cap700_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.78,0.68,0.72,0.12,0.7,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b720_dc120_cap720_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.78,0.68,0.72,0.12,0.72,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b750_dc120_capnone_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.78,0.68,0.75,0.12,,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b750_dc120_cap700_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.78,0.68,0.75,0.12,0.7,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15780_o25680_b750_dc120_cap720_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.78,0.68,0.75,0.12,0.72,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b700_dc120_capnone_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.8,0.68,0.7,0.12,,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b700_dc120_cap700_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.8,0.68,0.7,0.12,0.7,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b700_dc120_cap720_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.8,0.68,0.7,0.12,0.72,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b720_dc120_capnone_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.8,0.68,0.72,0.12,,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b720_dc120_cap700_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.8,0.68,0.72,0.12,0.7,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b720_dc120_cap720_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.8,0.68,0.72,0.12,0.72,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b750_dc120_capnone_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.8,0.68,0.75,0.12,,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b750_dc120_cap700_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.8,0.68,0.75,0.12,0.7,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s760_o15800_o25680_b750_dc120_cap720_balanced_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9023861171366594,0.8885811930585684,590,0.6399132321041214,332,0.3600867678958785,276,4,52,0,4,0.6715020494291791,False,0.76,0.8,0.68,0.75,0.12,0.72,False,balanced_order,STRICT_1X2 > OVER_2_5 > OVER_1_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b700_dc120_capnone_reference_order_btts0,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.7,0.12,,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b700_dc120_cap700_reference_order_btts0,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.7,0.12,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b700_dc120_cap720_reference_order_btts0,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.7,0.12,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b720_dc120_capnone_reference_order_btts0,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.72,0.12,,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b720_dc120_cap700_reference_order_btts0,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.72,0.12,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b720_dc120_cap720_reference_order_btts0,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.72,0.12,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b750_dc120_capnone_reference_order_btts0,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.75,0.12,,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b750_dc120_capnone_reference_order_btts1,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.75,0.12,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b750_dc120_cap700_reference_order_btts0,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.75,0.12,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b750_dc120_cap700_reference_order_btts1,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.75,0.12,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b750_dc120_cap720_reference_order_btts0,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.75,0.12,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15760_o25660_b750_dc120_cap720_reference_order_btts1,threshold_search,1947,930,1017,0.4776579352850539,0.522342064714946,0.9010752688172043,0.8914956279569893,605,0.6505376344086021,325,0.34946236559139787,236,46,43,0,4,0.6714932816409034,False,0.78,0.76,0.66,0.75,0.12,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b700_dc120_capnone_reference_order_btts0,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.7,0.12,,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b700_dc120_cap700_reference_order_btts0,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.7,0.12,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b700_dc120_cap720_reference_order_btts0,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.7,0.12,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b720_dc120_capnone_reference_order_btts0,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.72,0.12,,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b720_dc120_cap700_reference_order_btts0,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.72,0.12,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b720_dc120_cap720_reference_order_btts0,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.72,0.12,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b750_dc120_capnone_reference_order_btts0,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.75,0.12,,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b750_dc120_capnone_reference_order_btts1,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.75,0.12,,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b750_dc120_cap700_reference_order_btts0,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.75,0.12,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b750_dc120_cap700_reference_order_btts1,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.75,0.12,0.7,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b750_dc120_cap720_reference_order_btts0,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.75,0.12,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s800_o15800_o25640_b750_dc120_cap720_reference_order_btts1,threshold_search,1947,942,1005,0.48382126348228044,0.5161787365177196,0.8970276008492569,0.8871079723991507,619,0.6571125265392781,323,0.34288747346072185,199,27,97,0,4,0.6714796731211501,False,0.8,0.8,0.64,0.75,0.12,0.72,True,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b700_dc120_capnone_reference_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9099783080260304,0.8966815911062908,622,0.6746203904555315,300,0.32537960954446854,236,28,36,0,4,0.6714478194942551,False,0.78,0.78,0.68,0.7,0.12,,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b700_dc120_cap700_reference_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9099783080260304,0.8966815911062908,622,0.6746203904555315,300,0.32537960954446854,236,28,36,0,4,0.6714478194942551,False,0.78,0.78,0.68,0.7,0.12,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b700_dc120_cap720_reference_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9099783080260304,0.8966815911062908,622,0.6746203904555315,300,0.32537960954446854,236,28,36,0,4,0.6714478194942551,False,0.78,0.78,0.68,0.7,0.12,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b720_dc120_capnone_reference_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9099783080260304,0.8966815911062908,622,0.6746203904555315,300,0.32537960954446854,236,28,36,0,4,0.6714478194942551,False,0.78,0.78,0.68,0.72,0.12,,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b720_dc120_cap700_reference_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9099783080260304,0.8966815911062908,622,0.6746203904555315,300,0.32537960954446854,236,28,36,0,4,0.6714478194942551,False,0.78,0.78,0.68,0.72,0.12,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b720_dc120_cap720_reference_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9099783080260304,0.8966815911062908,622,0.6746203904555315,300,0.32537960954446854,236,28,36,0,4,0.6714478194942551,False,0.78,0.78,0.68,0.72,0.12,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b750_dc120_capnone_reference_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9099783080260304,0.8966815911062908,622,0.6746203904555315,300,0.32537960954446854,236,28,36,0,4,0.6714478194942551,False,0.78,0.78,0.68,0.75,0.12,,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b750_dc120_cap700_reference_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9099783080260304,0.8966815911062908,622,0.6746203904555315,300,0.32537960954446854,236,28,36,0,4,0.6714478194942551,False,0.78,0.78,0.68,0.75,0.12,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15780_o25680_b750_dc120_cap720_reference_order_btts0,threshold_search,1947,922,1025,0.47354904982023627,0.5264509501797637,0.9099783080260304,0.8966815911062908,622,0.6746203904555315,300,0.32537960954446854,236,28,36,0,4,0.6714478194942551,False,0.78,0.78,0.68,0.75,0.12,0.72,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25700_b700_dc130_cap700_reference_order_btts0,threshold_search,1947,926,1021,0.4756034925526451,0.5243965074473549,0.9136069114470843,0.9015560496760259,648,0.6997840172786177,278,0.3002159827213823,236,23,19,0,4,0.6713861054443843,False,0.78,0.8,0.7,0.7,0.13,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25700_b700_dc140_cap700_reference_order_btts0,threshold_search,1947,926,1021,0.4756034925526451,0.5243965074473549,0.9136069114470843,0.9015560496760259,648,0.6997840172786177,278,0.3002159827213823,236,23,19,0,4,0.6713861054443843,False,0.78,0.8,0.7,0.7,0.14,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25700_b700_dc150_cap700_reference_order_btts0,threshold_search,1947,926,1021,0.4756034925526451,0.5243965074473549,0.9136069114470843,0.9015560496760259,648,0.6997840172786177,278,0.3002159827213823,236,23,19,0,4,0.6713861054443843,False,0.78,0.8,0.7,0.7,0.15,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
v18_3_2_s780_o15800_o25700_b720_dc130_cap700_reference_order_btts0,threshold_search,1947,926,1021,0.4756034925526451,0.5243965074473549,0.9136069114470843,0.9015560496760259,648,0.6997840172786177,278,0.3002159827213823,236,23,19,0,4,0.6713861054443843,False,0.78,0.8,0.7,0.72,0.13,0.7,False,reference_order,STRICT_1X2 > OVER_1_5 > OVER_2_5 > BTTS > DOUBLE_CHANCE
